가게 이름,별점,리뷰 수,태그들
피쉬앤그릴 방학점,0,0,#제로페이
롯데리아 방학점,2.7,6,"#카카오페이, #제로페이"
수정궁,3.6,47,#노포
꼬치의품격 서울방학신동아점,0,0,"#분위기좋은, #혼술, #제로페이"
반값소 방학직영점,4.7,7,
비스트로슬로우,4.2,28,"#가족모임, #비스트로, #친목모임, #제로페이"
하누소갈비살 방학점,3.0,12,"#가족모임, #제로페이"
수미네포차,0,0,
큰맘할매순대국 방학점,5.0,1,"#혼밥, #제로페이"
바사칸치킨&강정,5.0,1,#제로페이
응응스크르 서울방학점,5.0,1,#제로페이
방학골흑염소,5.0,2,#점심특선
홍콩반점0410 방학점,3.9,8,"#혼밥, #제로페이"
삼겹식당,4.6,19,"#안심식당, #가족모임, #깔끔한, #제로페이"
진마루 감자탕,0,0,
섬진강추어탕매운탕,3.0,2,
파리바게뜨 방학점,5.0,2,"#카카오페이, #제로페이"
돈타령,5.0,5,#제로페이
삼태기,0,0,#제로페이
짱구네,3.0,2,#제로페이
태기골 봉평메밀막국수 방학점,3.7,10,"#점심식사, #제로페이"
너구리해장국,2.0,3,"#노포, #제로페이"
국수집,0,0,
산길두부,0,0,
명가김밥 본점,2.5,8,#제로페이
챠오밍,3.7,6,#제로페이
치킨홀릭 창동점,0,0,#제로페이
삼돌이네즉석떡볶이,0,0,
경복궁 창동점,2.8,28,"#안심식당, #가족모임, #가족행사, #돌잔치, #상견례, #점심식사, #점심특선, #친목모임, #코스요리, #회식장소, #카카오페이"
BHC치킨 창동아이파크점,3.5,17,#제로페이
삿뽀로 창동점,2.9,32,"#안심식당, #가족모임, #가족행사, #돌잔치, #상견례, #점심식사, #정갈한느낌, #친목모임, #코스요리, #카카오페이"
일동우동 창동아이파크점,0,0,
길동우동 창동아이파크점,0,0,"#카카오페이, #제로페이"
노모어피자 창동점,3.2,5,"#카카오페이, #제로페이"
파리바게뜨 창동현대점,4.2,6,"#카카오페이, #제로페이"
삼화식당,0,0,
전주콩나물국밥,0,0,
우리집밥,5.0,2,#제로페이
착한식당마루,0,0,
정연식당,0,0,
블랙베어 쌍문점,3.9,22,#제로페이
제주돈줘,4.5,8,"#회식장소, #제로페이"
88켄터키치킨 쌍문2동점,3.5,2,#제로페이
양파를사랑한닭,5.0,1,"#치맥, #회식장소"
굽네치킨 쌍문점,3.9,7,#제로페이
카레앤돈,5.0,1,#제로페이
백반전문점,5.0,1,#제로페이
삼겹이차돌이,3.0,2,#제로페이
배떡 쌍문점,5.0,3,#제로페이
한성식당,0,0,#제로페이
N도시락,2.3,3,#혼밥
장군숯불갈비,3.7,3,"#가족모임, #회식장소, #제로페이"
후니맥주집,0,0,"#세계맥주, #술한잔하기좋은, #스몰비어"
디카플이오,4.6,5,"#레터링케이크, #수제디저트, #수제케이크, #제로페이"
하루,0,0,
88옛날통닭 방학점,0,0,#제로페이
문경분식점,0,0,
홍설케이크,5.0,2,"#방학동떡케이크, #수유떡케이크, #쌍문떡케이크, #앙금플라워케이크, #칠순, #떡케이크주문제작, #이동약자접근, #케이크주문제작"
동대문엽기떡볶이 방학점,4.6,16,#카카오페이
현재카츠,4.9,23,#안심식당
빵이가,3.0,2,
맛닭꼬 방학점,4.2,9,"#데이트코스, #제로페이"
햇빛칼국수집,4.2,6,#노포
이삭토스트 서울방학점,2.0,4,"#카카오페이, #제로페이"
신서방부대찌개 방학본점,3.6,22,"#안심식당, #제로페이"
여향짬뽕1979,4.4,9,
솔뚜껑오름닭,0,0,
윤팔도닭곰탕전문점 본점,5.0,2,
방가네 도봉점,0,0,
또래오래 도봉방학점,5.0,2,#제로페이
처갓집양념치킨 방학점,4.0,4,#제로페이
기운차림,0,0,
BHC치킨 방학점,2.1,10,#제로페이
케키천국,0,0,
엘림유통,0,0,#제로페이
후라이드참잘하는집 쌍문점,3.4,10,#제로페이
굽튀삶삼청동화로구이,4.0,1,
쌍문동김밥,0,0,#제로페이
달콤달달,5.0,2,"#레터링케이크, #상견례, #케이크주문제작, #제로페이"
오케이능이마을,0,0,#제로페이
프리미어호프,5.0,1,
하소재,0,0,
대박전집,0,0,
떡공방하소재,0,0,#제로페이
킹직화제육,0,0,
유천냉면 방학점,2.8,11,#제로페이
머슴해장국,0,0,
술술퓨전포차,3.0,1,"#퓨전포차, #해물포차, #제로페이"
옛날순대국,0,0,
여냉겨돈,0,0,
벅구네,0,0,#제로페이
통통호프앤포차,5.0,1,#제로페이
속초세꼬시,3.7,3,
카츠백 쌍문점,4.4,8,"#돈까스, #방학천, #수제돈까스, #혼밥맛집, #배달맛집, #혼밥, #제로페이"
방아골생삼겹돼지갈비,4.0,2,"#안심식당, #제로페이"
보리호프,0,0,#제로페이
볶면짜왕,4.5,6,#제로페이
뽀야막창,4.5,2,#제로페이
맛나순대국,0,0,
명품대구막창,5.0,1,
육탄집,4.3,6,#제로페이
연화산,3.9,8,"#노포, #제로페이"
주객전도,5.0,1,"#노포, #새벽술집"
에디슨DHA치킨 방학점,0,0,
야인통닭포차 방학점,4.4,5,"#친목모임, #제로페이"
바다횟집,5.0,1,"#안심식당, #제로페이"
맘스터치 피자앤치킨 도봉방학점,3.7,3,#제로페이
미아회관 방학직영점,3.0,1,#제로페이
미고로,3.8,10,"#미고로, #방학동맛집, #방학동이자카야, #방학동혼술, #퓨전요리, #퓨전술집, #혼밥"
압구정화로구이 방학점,4.0,1,"#카카오페이, #제로페이"
스시미고로,0,0,
치킨주막,5.0,1,
BKC숯불바베큐치킨,0,0,
치탈리아,0,0,
누들스타 본사직영점,4.7,7,#혼밥
우아미,0,0,
뚝배기황태북어국,4.3,3,"#노포, #제로페이"
아구찜참잘하는집,4.7,3,"#이동약자접근, #제로페이"
명품찜닭 찜요리,0,0,
국민통닭 방학점,0,0,
우마이,0,0,
방아골보리밥,0,0,
최가네24시해장국,0,0,
다이노오또꼬,3.3,3,"#점심식사, #제로페이"
한우해장국,0,0,
천수한방삼계탕 방학점,4.0,2,"#안심식당, #제로페이"
대구뽈탕,5.0,1,
떡군이네떡볶이 도봉점,5.0,3,
두레박,0,0,
남해수산,3.7,3,"#가족모임, #제로페이"
눈동자,0,0,
진달래집,5.0,1,"#노포, #카카오페이, #제로페이"
김치찌개,0,0,
아씨보쌈칼국수,3.3,4,"#안심식당, #가족모임, #점심특선, #친목모임, #혼밥, #제로페이"
향이네,4.5,2,"#카카오페이, #제로페이"
유부야 방학점,3.0,1,"#혼밥, #제로페이"
통통부대찌개칼국수,5.0,1,#제로페이
요거트퍼플 도봉점,0,0,
비어스쿨 방학점,0,0,
진미족발,5.0,2,
임팩토리,0,0,
레드차이나,1.5,2,#제로페이
가마치통닭 방학중학점,5.0,1,"#카카오페이, #제로페이"
아이스크림스토리 방학동점,5.0,1,
인생아구찜 방학쌍문점,0,0,#제로페이
삼삼이네 방학점,5.0,1,
해장쿡 방학점,0,0,
샐러드짐,0,0,"#건강식, #제로페이"
쭈노치킨가게 방학점,0,0,
무교동명낙지,0,0,
논도랑추어탕,5.0,3,#안심식당
싸릿골숯불생고기 도봉점,0,0,
아구좋은날,0,0,
삼화식당,3.0,1,#제로페이
맛있는국수,4.8,8,#제로페이
달그리나,0,0,
미스터 비어,5.0,2,
우리동네대패삼겹,0,0,#점심식사
고인돌 뼈다귀감자탕전문점 방학점,0,0,
우리동네정육식당,1.0,2,#정육식당
네네치킨 방학2점,2.7,3,"#카카오페이, #제로페이"
일초불닭발 방학본점,4.0,4,#제로페이
꼬레노피자 도봉구점,0,0,
내장산칼국수,0,0,#제로페이
청년피자 도봉구점,2.5,2,
따순둥소머리국순대국 방학점,4.0,1,#제로페이
박계월한우차돌집,5.0,7,#제로페이
빅스타피자 쌍문방학점,5.0,2,
아비오,0,0,
국민광어 회달인의민족,0,0,
광어1마리가18000 방학점,0,0,
삼미당잔기지떡,5.0,5,"#기정떡, #답례떡, #도봉구떡집, #발효떡, #방학동핫플, #카카오페이, #제로페이"
오꼬리 방학점,0,0,
오늘한잔,0,0,
하늘이네,0,0,
통소갈비살,0,0,
광수육회,4.4,7,
버블비어,5.0,1,
통갈비살집,3.8,11,"#노포, #제로페이"
짱나라해장국,4.3,44,#제로페이
도깨비어,0,0,
고향추어탕,3.7,3,#제로페이
완도수산,0,0,
쥬얼리,0,0,
삼치구이,5.0,1,"#아침식사, #점심식사, #제로페이"
59년 왕십리할매보쌈 방학점,0,0,
꼬치정,4.6,7,"#혼술, #제로페이"
사랑채,1.9,49,#제로페이
아짜장 (휴업중),4.3,24,#제로페이
옛날통닭,0,0,
용철이떡갈비 방학도깨비시장점,0,0,
깨비만두,0,0,
아치떡,3.5,2,"#이동약자접근, #제로페이"
막전,0,0,
날으는돼지,0,0,
막걸리한잔모듬전딱이야,0,0,
핫떡 방학점,4.8,4,#제로페이
오후스토리 방학점,0,0,#제로페이
용자돈돈까스,4.7,3,"#꼬마김밥, #돈까스, #떡볶이, #생선까스, #튀김, #제로페이"
커사스,5.0,1,#혼술
궁중떡집,5.0,1,#제로페이
청춘닭발 방학점,0,0,"#도깨비시장, #방문포장, #야식배달, #청춘닭발, #닭발, #제로페이"
화진떡방,0,0,#제로페이
의정부 복된집부대찌개,0,0,
빵굽는쉐프,0,0,"#단호박콩식빵, #롤케잌, #빵, #즉석빵, #파운드케잌, #제로페이"
방학동엄마국수,0,0,
정연보리밥,0,0,
대양홍어회,5.0,1,
홍콩분식 방학점,0,0,
성범이네,0,0,
디어블랑제 본점,0,0,
정항모과자점,0,0,#제로페이
방학목고기,0,0,
명동분식,2.6,11,"#혼밥, #제로페이"
방학김밥,0,0,
헤이포차,5.0,1,
원포이모네포장마차,2.0,3,"#노포, #제로페이"
오봉김밥,0,0,#혼밥
허벌나스까,5.0,1,
르봉뺑,0,0,#제로페이
오찾사,0,0,#제로페이
오닭꼬치 방학동점,0,0,
한잔포차,0,0,
황제숯불닭갈비,0,0,
호남식당,0,0,#제로페이
피자박사 방학점,4.2,6,"#피맥, #제로페이"
황제조개꽃보쌈,0,0,#제로페이
인생고기서고기,5.0,1,#제로페이
참존숯불바베큐치킨,5.0,1,#제로페이
대한맥주집,0,0,
탕수육튀김나라,5.0,3,"#안심식당, #제로페이"
시골밥상,4.0,2,"#점심식사, #제로페이"
봉수비어 방학점,5.0,2,"#스몰비어, #제로페이"
굽모닝닭오리숯불바베큐,5.0,2,
만나이야기,0,0,#제로페이
미르,0,0,
윤미네,0,0,
불아더숯불바베큐치킨 방학점,5.0,1,
셀프회수산,5.0,1,#제로페이
고향국수공장 강북방학지점,0,0,
돼지오9먹9 방학본점,4.0,1,"#회식장소, #제로페이"
부산오뎅,5.0,2,#심야식당
파리바게뜨 방학서부점,5.0,1,"#카카오페이, #제로페이"
함경도아바이순대,4.7,6,#혼술
아바이순대감자탕,4.0,1,
또와분식,0,0,"#분식, #음식, #제로페이"
푸짐한곱창,0,0,
푸곱야채곱창,0,0,
신토불이보리밥,4.0,4,
고모네국수,0,0,#혼밥
양촌리,3.7,7,"#안심식당, #가족모임, #정육식당, #친목모임, #회식장소, #카카오페이"
,10,,
공릉동국수,0,0,
육회바른연어 방학사거리점,4.5,4,"#혼밥, #혼술"
본도시락 방학사거리점,5.0,2,"#혼밥, #제로페이"
종로찌개마을,5.0,4,#제로페이
청진동해장국,4.0,3,"#혼밥, #제로페이"
명가보쌈,5.0,2,#점심특선
성지할매,0,0,
꼬꼬가취한날,3.7,3,#제로페이
곱창쟁이,3.0,2,#제로페이
한방매운갈비찜 통돼지김치찌개,4.5,6,#점심식사
진미솥뚜껑,4.1,8,"#가족모임, #데이트코스, #친목모임, #회식장소"
달빛나드리,0,0,#제로페이
바다아구찜해물찜,3.3,3,#제로페이
피기피기와인삼겹살,0,0,
아무거나BEER&소주,0,0,
버니,4.5,2,#혼밥
이모네포차,1.0,1,#제로페이
제주도생고기,0,0,
목포홍탁,4.0,4,#제로페이
양주큰집전통순대국,4.0,6,"#안심식당, #노포, #제로페이"
기영이숯불두마리치킨 도봉방학점,5.0,3,#제로페이
마장동고기집 방학점,3.3,3,#제로페이
고향칼국수,0,0,
뚠타코,4.7,12,"#이동약자접근, #카카오페이, #제로페이"
고돼지 도봉점,0,0,#제로페이
어머니의손맛,0,0,
두메골칡냉면,0,0,
BBQ 방학점,1.7,6,
가마치통닭 서울방학점,4.0,4,"#친목모임, #혼술, #회식장소, #카카오페이, #제로페이"
기막힌밥상 방학점,0,0,#혼밥
스시카노,3.1,7,#제로페이
똑순이포차,0,0,#제로페이
꼴통무한포차,2.9,9,#제로페이
맛있따,0,0,
첼로,0,0,#제로페이
여기포차,0,0,
99포차,5.0,2,#제로페이
돈애우 방학본점,0,0,
장독흑돼지,0,0,
마린수산 방학점,4.0,4,#제로페이
낙원복떡집,4.0,4,#제로페이
시골불냉면 방학본점,3.9,11,#제로페이
상범이네 만두&도너츠,3.3,3,
못난이만두,5.0,1,#제로페이
사계절 한식뷔페,4.6,5,"#안심식당, #한식뷔페"
이나닭강정 방학점,0,0,#제로페이
대한냉면 도봉점,4.0,1,
성화전집,0,0,
전집이다,3.3,4,#제로페이
김밥타운,4.3,3,#제로페이
돈돈김치찜,5.0,1,
맛있는빵집,5.0,2,#제로페이
홍두깨손칼국수 도깨비시장점,2.5,6,#제로페이
오대박만두,0,0,#제로페이
밀땅떡볶이,0,0,
반했닭,4.5,2,#제로페이
돈까스짱 방학동도깨비시장점,3.0,5,"#혼밥, #제로페이"
마켓모아모아 도깨비시장점,0,0,"#카카오페이, #제로페이"
술사와 방학점,3.5,2,
도깨비떡집,0,0,#제로페이
청양칼국수,3.0,6,"#노포, #혼밥, #제로페이"
행복한식당,0,0,
오늘도닭갈비 본점,4.0,6,"#안심식당, #닭갈비, #도봉구닭갈비, #막국수, #방학동닭갈비, #방학동맛집, #제로페이"
모두의떡볶이 방학점,4.4,9,
곰돌이빵집,4.6,9,#제로페이
볶가,0,0,
홍천강,3.7,3,"#안심식당, #제로페이"
갈비1번지 방학점,4.1,26,"#가족모임, #제로페이"
살살녹소 방학점,4.2,12,"#가족모임, #친목모임"
두만강순대,4.7,11,#제로페이
명품삼겹살,0,0,
따순둥 오리요리,0,0,
명륜진사갈비 서울방학점,3.1,22,"#가족모임, #고기뷔페, #돼지갈비무한리필, #친목모임, #제로페이"
마스터통삼겹 방학점,0,0,
호돈구이,0,0,
또바기신쭈 방학본점,5.0,2,#제로페이
금강산감자탕,4.0,11,#제로페이
가마꿉 서울도봉점,3.7,3,
블랙쪼끼,0,0,
뼈스정거장,0,0,"#방학동랭쎕소스, #방학동맛집, #방학동뼈구이, #들기름막국수, #방학동뼈곰탕, #이국적인, #점심식사, #점심특선, #친목모임, #혼밥, #제로페이"
또또와치킨,2.9,7,#제로페이
OK정육식당,0,0,"#가족모임, #정육식당, #제로페이"
방학동우동,3.2,6,"#혼밥, #제로페이"
열정국밥 도봉구방학점,2.0,3,
강북족발,0,0,
포호아딜리버리 방학직영점,0,0,
알콜상회,0,0,#제로페이
술고래,0,0,
666버거 서울도봉점,5.0,3,#제로페이
샐러두,5.0,7,#제로페이
신짜장 방학본점,3.3,14,#제로페이
영희네,5.0,2,
골목장어 3호점,0,0,#제로페이
올스타피자 도봉구점,0,0,
밥앤샵,5.0,2,
다이꼬지 방학점,0,0,#제로페이
얼맥당 방학점,4.5,6,
박은선닭꼬치,4.3,4,"#닭꼬치맛집, #데이트장소, #방학동맛집, #방학동술집, #분위기좋은곳, #혼밥, #제로페이"
양평떡집,0,0,
수유리닭집 방학점,0,0,#카카오페이
치킨의민족 방학점,0,0,
닭터's 치킨 방학점,0,0,
구구,0,0,
아미가,0,0,
피자스톰 도봉점,3.7,3,
트리플박스,0,0,
재희네국수,0,0,
사랑채,0,0,
삼겹의민족 방학점,1.0,1,
도봉식당,0,0,#제로페이
쟈스민,0,0,
옥이네만두,4.3,7,"#코스요리, #제로페이"
장강,2.7,7,
땅스부대찌개 방학점,5.0,1,#제로페이
땅스떡볶이 방학점,0,0,
청담동에서제비가방학동으로물고온꿀꽈배기,0,0,
고향아구찜,0,0,#제로페이
절구와공이,0,0,
소문난순대국왕족발,4.2,6,"#노포, #제로페이"
도봉산숯불갈비,4.5,2,"#친목모임, #회식장소"
곱창대통령,4.7,9,#제로페이
김포네칼국수,0,0,
낭만돼지 본점,0,0,
효원한방삼계탕,0,0,
명신사철탕,0,0,
방학골삼합,0,0,
얼음왕국 도봉방학259호점,0,0,#카카오페이
차이나탕수육,0,0,
소머리국밥,0,0,#제로페이
참맛식당,0,0,#노포
전설의치킨 방학홈플러스점,3.7,3,"#단체석, #치맥, #친목모임, #제로페이"
브레드이쉬,0,0,#제로페이
정육식제주삼겹살,4.7,3,#노포
배스킨라빈스 방학사거리점,4.4,8,"#카카오페이, #제로페이"
뚱보족발보쌈,4.8,4,"#친목모임, #제로페이"
김밥천국 방학점,2.8,4,"#점심식사, #혼밥, #제로페이"
비빔가,5.0,1,
명인만두 방학점,1.5,2,#혼밥
금빛바다,5.0,1,
꽈백최선생 방학점,5.0,2,#제로페이
황소곱창,3.9,7,#제로페이
한우곱창,0,0,
통큰두마리찜닭,0,0,
다모아,0,0,
송정군불타는낙지,4.2,10,"#이동약자접근, #제로페이"
햇살힐링식당 본점,4.7,59,"#안심식당, #규동, #냉메밀, #에그타르트, #카레, #텐동, #이동약자접근, #혼밥, #제로페이"
고향사철탕삼계탕,5.0,2,
희망포차,0,0,
대박맛집,0,0,
대박포차,0,0,
방학포차,0,0,
어여와포차,0,0,#제로페이
맛있게매운불타는닭발,4.0,1,
성원식당,5.0,2,
싱싱한바다회,0,0,
야화,0,0,
김밥플러스,5.0,9,#제로페이
맛있는곱창 본점,3.0,2,#제로페이
사랑,0,0,
뚝배기칼국수,4.2,22,"#가족모임, #건강식, #노포, #제로페이"
공릉동닭한마리 방학점,4.1,11,#제로페이
김씨네전통순대국,3.0,2,"#노포, #혼밥"
청학동,0,0,"#민속주점, #카카오페이, #제로페이"
굽네치킨 방학1동점,2.9,10,#제로페이
강촌,0,0,
오르새피자 방학점,0,0,#제로페이
바우보신탕,3.0,2,#제로페이
더맛있는족발보쌈 방학점,5.0,4,"#안심식당, #제로페이"
길상,5.0,5,"#노포, #제로페이"
사랑방포차,0,0,
제일숯불갈비,5.0,1,#안심식당
곱창구전골동,0,0,"#카카오페이, #제로페이"
웰빙밥집,0,0,
교촌치킨 방학점,3.0,8,"#수제맥주, #제로페이"
오부자,0,0,
육전냉면by설식당 방학점,0,0,
꿀돈삼겹살,0,0,"#가성비좋은, #점심식사, #회식장소"
두가지떡볶이 도봉점,0,0,
우리동네파스타,0,0,
구어구어,0,0,
황금정,4.5,2,
성지족발보쌈,3.0,2,
소문난밥상,3.0,2,#제로페이
방학회센타,4.0,3,"#안심식당, #제로페이"
카우걸,0,0,#제로페이
크로바커피호프,0,0,
굽모닝숯불바베큐,4.4,5,"#가성비좋은, #노포"
야수곱창,5.0,3,#심야식당
피자나라치킨공주 서울방학점,2.3,6,#제로페이
돈사구,0,0,#제로페이
유정해물탕찜,0,0,#제로페이
유성불곱창,0,0,#제로페이
샌드홀릭,5.0,3,#제로페이
호식이두마리치킨 신도봉시장점,3.7,3,#제로페이
옛날통닭,0,0,#제로페이
배고픈덮밥이 방학점,0,0,
솥뚜껑김치삼겹살,3.8,4,"#노포, #제로페이"
행운,0,0,#제로페이
