,place_name,category_name,category_group_name,road_address_name,x,y,place_url,distance,별점,리뷰 수,태그들,지정등급,category
308,피자리아150길,음식점 > 양식 > 피자,음식점,서울 도봉구 도봉로150다길 64,127.0445402,37.6689195,http://place.map.kakao.com/1982058921,34,4.6,26,"#데이트코스, #피맥, #제로페이",,패스트푸드
309,노모어피자 창동점,음식점 > 양식 > 피자,음식점,서울 도봉구 도봉로136길 7,127.0415697,37.659299,http://place.map.kakao.com/2025285181,172,3.2,5,"#카카오페이, #제로페이",,패스트푸드
310,59쌀피자 쌍문역점,음식점 > 양식 > 피자 > 59쌀피자,음식점,서울 도봉구 도봉로113길 11,127.0334683,37.64802398,http://place.map.kakao.com/7953943,86,3.5,2,#제로페이,,패스트푸드
311,도미노피자 도봉점,음식점 > 양식 > 피자 > 도미노피자,음식점,서울 도봉구 도봉로 775,127.0440036,37.67374895,http://place.map.kakao.com/7833059,406,3.0,5,#제로페이,매우우수,패스트푸드
312,맘스터치 피자앤치킨 도봉방학점,음식점 > 양식 > 피자 > 맘스터치 피자앤치킨,음식점,서울 도봉구 방학로 135,127.0371742,37.66261338,http://place.map.kakao.com/2009978491,203,3.7,3,#제로페이,,패스트푸드
313,반올림피자 도봉점,음식점 > 양식 > 피자 > 반올림피자,음식점,서울 도봉구 노해로 240,127.0348488,37.65107882,http://place.map.kakao.com/1956725073,290,3.0,2,#제로페이,,패스트푸드
314,자가제빵선명희피자 창동점,음식점 > 양식 > 피자 > 자가제빵선명희피자,음식점,서울 도봉구 해등로 139,127.0403075,37.65562614,http://place.map.kakao.com/1292011003,324,4.9,19,#제로페이,,패스트푸드
315,파파존스 쌍문점,음식점 > 양식 > 피자 > 파파존스,음식점,서울 도봉구 도봉로 527,127.0366433,37.65243876,http://place.map.kakao.com/10891333,409,3.3,10,#제로페이,,패스트푸드
316,파파존스 도봉점,음식점 > 양식 > 피자 > 파파존스,음식점,서울 도봉구 도봉로 765,127.0438386,37.67271829,http://place.map.kakao.com/417086532,123,5.0,1,#제로페이,,패스트푸드
317,피자나라치킨공주 서울방학점,음식점 > 양식 > 피자 > 피자나라치킨공주,음식점,서울 도봉구 도당로19길 30,127.0394405,37.66834018,http://place.map.kakao.com/8643024,175,2.3,6,#제로페이,,패스트푸드
318,피자나라치킨공주 서울창동점,음식점 > 양식 > 피자 > 피자나라치킨공주,음식점,서울 도봉구 도봉로110라길 70-14,127.0355395,37.64279857,http://place.map.kakao.com/405422586,278,4.0,4,#제로페이,,패스트푸드
319,피자나라 치킨공주 창5동점,음식점 > 양식 > 피자 > 피자나라치킨공주,음식점,서울 도봉구 해등로 118,127.0430017,37.65438093,http://place.map.kakao.com/2135451884,304,2.5,2,"#치킨, #피자, #후라이드, #제로페이",,패스트푸드
320,피자마루 방학점,음식점 > 양식 > 피자 > 피자마루,음식점,서울 도봉구 도봉로 687,127.042666,37.66583884,http://place.map.kakao.com/22109657,51,5.0,1,#제로페이,,패스트푸드
321,피자스쿨 방학점,음식점 > 양식 > 피자 > 피자스쿨,음식점,서울 도봉구 도봉로150길 43,127.0459622,37.66624484,http://place.map.kakao.com/8130155,510,5.0,1,"#카카오페이, #제로페이",,패스트푸드
322,피자스쿨 쌍문역점,음식점 > 양식 > 피자 > 피자스쿨,음식점,서울 도봉구 도봉로109길 12,127.032729,37.64690697,http://place.map.kakao.com/10870537,31,4.0,2,"#카카오페이, #제로페이",,패스트푸드
323,피자스쿨 창5동점,음식점 > 양식 > 피자 > 피자스쿨,음식점,서울 도봉구 해등로16길 66,127.0436116,37.65487895,http://place.map.kakao.com/419573149,318,5.0,5,#제로페이,,패스트푸드
324,피자에땅 쌍문점,음식점 > 양식 > 피자 > 피자에땅,음식점,서울 도봉구 방학로3길 121,127.0384683,37.65791525,http://place.map.kakao.com/11512177,105,0.0,0,#제로페이,,패스트푸드
325,피자헛 쌍문2호점,음식점 > 양식 > 피자 > 피자헛,음식점,서울 도봉구 도봉로 534,127.0375971,37.6529085,http://place.map.kakao.com/8608378,424,3.9,9,#제로페이,,패스트푸드
326,버거브라더,음식점 > 양식 > 햄버거,음식점,서울 도봉구 마들로 657,127.0459208,37.66897212,http://place.map.kakao.com/137759925,399,4.5,33,"#애견동반식당, #이동약자접근, #카카오페이, #제로페이",,패스트푸드
327,599버거,음식점 > 양식 > 햄버거,음식점,서울 도봉구 도봉로 599,127.0401004,37.65823906,http://place.map.kakao.com/152801649,153,4.0,21,"#빈티지분위기, #제로페이",,패스트푸드
328,666버거 서울도봉점,음식점 > 양식 > 햄버거 > 666버거,음식점,서울 도봉구 도봉로145길 42,127.0402218,37.66475491,http://place.map.kakao.com/1923046719,153,5.0,3,#제로페이,,패스트푸드
329,뉴욕버거 방학역점,음식점 > 양식 > 햄버거 > 뉴욕버거,음식점,서울 도봉구 도봉로 696,127.0434145,37.66663863,http://place.map.kakao.com/29644755,54,3.3,10,#제로페이,,패스트푸드
330,프랭크버거 방학역점,음식점 > 양식 > 햄버거 > 프랭크버거,음식점,서울 도봉구 도봉로150길 31,127.0450589,37.66623978,http://place.map.kakao.com/302055689,422,4.6,14,"#혼밥, #카카오페이, #제로페이",,패스트푸드
331,프랭크버거 신창점,음식점 > 양식 > 햄버거 > 프랭크버거,음식점,서울 도봉구 덕릉로 232,127.0381478,37.63842167,http://place.map.kakao.com/436557049,85,4.1,8,"#혼밥, #카카오페이, #제로페이",,패스트푸드
332,프랭크버거 창동하나로마트점,음식점 > 양식 > 햄버거 > 프랭크버거,음식점,서울 도봉구 마들로11길 20,127.0518515,37.65497563,http://place.map.kakao.com/1852442715,180,3.0,4,"#혼밥, #카카오페이, #제로페이",,패스트푸드
333,힘난다버거 창동역점,음식점 > 양식 > 햄버거 > 힘난다버거,음식점,서울 도봉구 노해로 341,127.0457241,37.65135261,http://place.map.kakao.com/1172329368,497,3.0,2,#제로페이,,패스트푸드
334,다이노오또꼬,음식점 > 일식,음식점,서울 도봉구 도당로 54,127.0348578,37.66300151,http://place.map.kakao.com/90750323,115,3.3,3,"#점심식사, #제로페이",,일식
335,타코다방,음식점 > 일식,음식점,서울 도봉구 노해로70길 46,127.0513723,37.65023577,http://place.map.kakao.com/338730139,357,0.0,0,#제로페이,,일식
336,겨리,음식점 > 일식,음식점,서울 도봉구 도봉로112길 29,127.0363278,37.64696358,http://place.map.kakao.com/346561038,267,4.1,26,"#이동약자접근, #혼밥, #제로페이",,일식
337,가츠가츠,음식점 > 일식,음식점,서울 도봉구 덕릉로60길 35,127.0404139,37.63868221,http://place.map.kakao.com/573846733,877,5.0,13,"#돈까스맛집, #서울돈까스맛집, #수유돈까스, #일식돈까스, #창동맛집, #혼밥, #제로페이",,일식
338,카츠백 쌍문점,음식점 > 일식,음식점,서울 도봉구 방학로3길 33,127.0409928,37.66120658,http://place.map.kakao.com/689141250,245,4.4,8,"#돈까스, #방학천, #수제돈까스, #혼밥맛집, #배달맛집, #혼밥, #제로페이",,일식
339,다니,음식점 > 일식,음식점,서울 도봉구 노해로69길 21-11,127.0500756,37.65310956,http://place.map.kakao.com/728614414,237,5.0,2,"#분위기좋은, #혼술, #제로페이",,일식
340,뚠타코,음식점 > 일식,음식점,서울 도봉구 방학로6길 20-23,127.0380626,37.66464931,http://place.map.kakao.com/805582909,87,4.7,12,"#이동약자접근, #카카오페이, #제로페이",,일식
341,햇살힐링식당 본점,음식점 > 일식,음식점,서울 도봉구 도봉로147길 17,127.041675,37.66506254,http://place.map.kakao.com/1213123512,111,4.7,59,"#안심식당, #규동, #냉메밀, #에그타르트, #카레, #텐동, #이동약자접근, #혼밥, #제로페이",,일식
342,우타로바,음식점 > 일식,음식점,서울 도봉구 우이천로4길 8,127.0400247,37.63336743,http://place.map.kakao.com/1512833438,484,5.0,2,#제로페이,,일식
343,아카리,음식점 > 일식,음식점,서울 도봉구 도봉로118길 18-2,127.0361021,37.64876201,http://place.map.kakao.com/1608455458,470,4.7,3,"#혼술, #제로페이",,일식
344,곳간,음식점 > 일식,음식점,서울 도봉구 도봉로154길 35,127.046056,37.67132633,http://place.map.kakao.com/1892822757,349,4.7,26,"#일본가정식, #점심식사, #혼밥, #회식장소, #제로페이",,일식
345,사누끼,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 노해로63다길 14,127.0465164,37.65348672,http://place.map.kakao.com/8820935,88,3.5,35,#제로페이,,"돈까스,우동"
346,돈이랑,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 방학로 56,127.046205,37.66297238,http://place.map.kakao.com/8919072,493,3.5,2,"#노포, #제로페이",,"돈까스,우동"
347,마쯔무라돈까스 본점,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 노해로63길 84,127.0465749,37.65278033,http://place.map.kakao.com/13107949,91,4.4,172,"#혼밥, #제로페이",,"돈까스,우동"
348,잔디불,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 도봉로156길 8,127.0447828,37.67265306,http://place.map.kakao.com/16989608,176,4.2,23,"#경양식요리, #노포, #제로페이",,"돈까스,우동"
349,명가돈까스,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 우이천로34길 9,127.0231425,37.64951579,http://place.map.kakao.com/17005585,225,3.0,2,#제로페이,,"돈까스,우동"
350,생생돈까스 하나로창동점,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 마들로11길 20,127.050538,37.65483654,http://place.map.kakao.com/21411003,77,0.0,0,#제로페이,,"돈까스,우동"
351,카츠다담,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 도봉로152길 31,127.0456219,37.6694849,http://place.map.kakao.com/95014640,67,4.7,27,"#혼밥, #제로페이",,"돈까스,우동"
352,용자돈돈까스,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 방학로10길 74,127.035099,37.66495837,http://place.map.kakao.com/112700657,130,4.7,3,"#꼬마김밥, #돈까스, #떡볶이, #생선까스, #튀김, #제로페이",,"돈까스,우동"
353,수유리우동집 도봉구청점,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 도봉로152길 32,127.0455651,37.66933446,http://place.map.kakao.com/134161101,59,3.0,2,#제로페이,,"돈까스,우동"
354,마쯔무라돈까스전문점 방학점,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 마들로 650,127.0467114,37.66806813,http://place.map.kakao.com/194652297,353,3.3,18,"#안심식당, #경양식요리, #점심식사, #제로페이",,"돈까스,우동"
355,길동우동 창동아이파크점,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 도봉로136길 7,127.041615,37.65924673,http://place.map.kakao.com/324971752,167,0.0,0,"#카카오페이, #제로페이",매우우수,"돈까스,우동"
356,면장우동,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 도봉로118길 10,127.0356943,37.64896396,http://place.map.kakao.com/351471761,350,4.2,76,"#데이트코스, #혼밥, #제로페이",,"돈까스,우동"
357,혼돈돈까스 본점,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 방학로11길 89,127.0343175,37.6589031,http://place.map.kakao.com/709420442,247,3.4,14,#제로페이,,"돈까스,우동"
358,우마이,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 방학로 150-4,127.0354652,37.66294727,http://place.map.kakao.com/768084454,110,4.8,4,#제로페이,,"돈까스,우동"
359,일심당,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 도봉로109길 24,127.0321353,37.64704408,http://place.map.kakao.com/789030063,80,4.1,26,"#혼밥, #제로페이",,"돈까스,우동"
360,수유리우동집 쌍문직영점,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 도봉로 581,127.0393337,37.6570356,http://place.map.kakao.com/874029533,130,2.8,15,#제로페이,,"돈까스,우동"
361,길동우동 쌍문역점,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 도봉로 468,127.0343723,37.64738583,http://place.map.kakao.com/1040723040,21,3.8,4,"#카카오페이, #제로페이",,"돈까스,우동"
362,구월십일,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 도봉로112길 26,127.0361465,37.64679245,http://place.map.kakao.com/1066419384,188,4.0,41,"#혼밥, #제로페이",,"돈까스,우동"
363,방학동우동,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 방학로2길 34,127.0410003,37.66454021,http://place.map.kakao.com/1109837103,141,3.2,6,"#혼밥, #제로페이",,"돈까스,우동"
364,정돈,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 우이천로 296,127.0296946,37.64421113,http://place.map.kakao.com/1120715753,185,2.0,2,"#도봉구돈가스, #등심돈가스, #쌍문동돈가스, #우이천돈가스, #혼밥성지, #제로페이",,"돈까스,우동"
365,기찬수제돈까스,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 도봉로153길 63,127.0399525,37.66991492,http://place.map.kakao.com/1448756503,245,5.0,2,"#도봉구돈까스, #돈까스맛집, #방학동돈까스, #방학동맛집, #신도봉시장돈까스, #카카오페이, #제로페이",,"돈까스,우동"
366,엘돈,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 도봉로149길 11,127.0422309,37.6660264,http://place.map.kakao.com/1467645318,45,5.0,8,"#혼밥, #카카오페이, #제로페이",,"돈까스,우동"
367,쌍문동 즉석우동,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 노해로60길 67,127.0336317,37.64842397,http://place.map.kakao.com/1660762999,132,5.0,23,"#혼밥, #제로페이",,"돈까스,우동"
368,오레노카츠 방학점,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 도봉로 684,127.0434636,37.66532228,http://place.map.kakao.com/1672137502,289,2.5,17,#제로페이,,"돈까스,우동"
369,톤톤,"음식점 > 일식 > 돈까스,우동",음식점,서울 도봉구 도봉로110길 80,127.0379524,37.64624769,http://place.map.kakao.com/1693307042,645,4.8,20,#제로페이,,"돈까스,우동"
370,돈까스짱 쌍문역점,"음식점 > 일식 > 돈까스,우동 > 돈까스짱",음식점,서울 도봉구 도봉로114길 21,127.0355519,37.64751882,http://place.map.kakao.com/1254252175,151,3.0,4,"#혼밥, #제로페이",,"돈까스,우동"
371,돈까스짱 방학동도깨비시장점,"음식점 > 일식 > 돈까스,우동 > 돈까스짱",음식점,서울 도봉구 도당로15길 13,127.0364687,37.66612202,http://place.map.kakao.com/2101092698,107,3.0,5,"#혼밥, #제로페이",,"돈까스,우동"
372,미소야 창동점,"음식점 > 일식 > 돈까스,우동 > 미소야",음식점,서울 도봉구 노해로63길 84-12,127.0467786,37.65233336,http://place.map.kakao.com/8305081,183,2.4,11,"#혼밥, #제로페이",,"돈까스,우동"
373,에바돈가츠 도봉구쌍문점,"음식점 > 일식 > 돈까스,우동 > 에바돈가츠",음식점,서울 도봉구 해등로 255,127.028459,37.6575586,http://place.map.kakao.com/734516307,384,3.5,13,"#혼밥, #제로페이",,"돈까스,우동"
374,역전우동0410 창동역점,"음식점 > 일식 > 돈까스,우동 > 역전우동0410",음식점,서울 도봉구 마들로11길 57,127.0501654,37.65349063,http://place.map.kakao.com/2059632770,198,5.0,2,"#혼밥, #카카오페이, #제로페이",,"돈까스,우동"
375,최고당돈가스 쌍문역점,"음식점 > 일식 > 돈까스,우동 > 최고당돈가스",음식점,서울 도봉구 도봉로 493,127.0349875,37.64966964,http://place.map.kakao.com/1071086792,205,2.2,16,"#혼밥, #제로페이",,"돈까스,우동"
376,정식,음식점 > 일식 > 일본식라면,음식점,서울 도봉구 도봉로112길 27,127.0361692,37.6469384,http://place.map.kakao.com/676096666,249,4.8,32,"#혼밥, #제로페이",,일식
377,코토코토,음식점 > 일식 > 일본식라면,음식점,서울 도봉구 노해로69길 26,127.0508624,37.65367053,http://place.map.kakao.com/903557075,198,3.5,10,"#혼밥, #제로페이",,일식
378,스시제이,음식점 > 일식 > 일식집,음식점,서울 도봉구 도봉로115길 9,127.0338856,37.64856085,http://place.map.kakao.com/26097001,106,3.9,9,"#점심식사, #혼밥, #제로페이",,일식
379,후타츠,음식점 > 일식 > 일식집,음식점,서울 도봉구 도봉로110길 9,127.034118,37.64635157,http://place.map.kakao.com/556071148,215,4.3,48,"#혼밥, #카카오페이, #제로페이",,일식
380,지에스카페,음식점 > 일식 > 일식집,음식점,서울 도봉구 도봉로110아길 17,127.0376268,37.64547655,http://place.map.kakao.com/1160863129,664,0.0,0,"#명품우동약선죽, #제로페이",,일식
381,코노하,음식점 > 일식 > 일식집,음식점,서울 도봉구 우이천로20길 7,127.0337971,37.64095116,http://place.map.kakao.com/1312091226,198,4.5,62,"#혼밥, #카카오페이, #제로페이",,일식
382,스시화 도봉,음식점 > 일식 > 일식집,음식점,서울 도봉구 해등로25길 41,127.0333891,37.65592292,http://place.map.kakao.com/1645429575,360,1.0,1,#제로페이,,일식
383,손짱카레,음식점 > 일식 > 일식집,음식점,서울 도봉구 도당로29길 16,127.0420461,37.6679942,http://place.map.kakao.com/1808767202,116,4.7,24,"#100수제, #MSGNO, #냉장육만고집, #일본정통카레, #천연재료YES, #제로페이",,일식
384,유안참치 본점,음식점 > 일식 > 참치회,음식점,서울 도봉구 도봉로110길 5,127.0340161,37.64648134,http://place.map.kakao.com/26870855,99,4.0,2,"#카카오페이, #제로페이",,일식
385,해신참치,음식점 > 일식 > 참치회,음식점,서울 도봉구 노해로69길 21,127.0505505,37.65318053,http://place.map.kakao.com/27228504,210,3.3,6,"#노포, #단체석, #참치무한리필, #제로페이",,일식
386,도참치 쌍문본점,음식점 > 일식 > 참치회,음식점,서울 도봉구 도봉로110다길 38,127.0332901,37.64482734,http://place.map.kakao.com/634141575,163,4.6,13,"#친목모임, #제로페이",,일식
387,유참치,음식점 > 일식 > 참치회,음식점,서울 도봉구 도봉로152길 16,127.0447772,37.66897797,http://place.map.kakao.com/807691449,53,2.3,4,"#혼밥, #제로페이",,일식
388,난참치 방학점,음식점 > 일식 > 참치회,음식점,서울 도봉구 마들로 657,127.0452203,37.66890482,http://place.map.kakao.com/1319617019,84,2.8,6,"#연어무한리필, #참치무한리필, #혼술, #제로페이",,일식
389,바다빛참치,음식점 > 일식 > 참치회,음식점,서울 도봉구 도봉로109길 25,127.0318372,37.64684595,http://place.map.kakao.com/1956822351,34,3.7,7,"#안심식당, #참치무한리필, #제로페이",,일식
390,스시혼 창동점,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 도봉로110길 8,127.0339616,37.64622548,http://place.map.kakao.com/13110719,209,3.2,65,#제로페이,,일식
391,히노끼스시,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 마들로 742,127.048258,37.67594207,http://place.map.kakao.com/16473226,194,5.0,4,#제로페이,,일식
392,은행골 도봉점,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 마들로 684,127.0466543,37.67096931,http://place.map.kakao.com/17210512,335,3.6,27,"#안심식당, #제로페이",,일식
393,스시황,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 노해로65길 11,127.0461935,37.65181102,http://place.map.kakao.com/20349076,384,2.3,10,"#분위기좋은, #혼밥, #혼술, #제로페이",,일식
394,사이코우스시 쌍문점,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 해등로 184,127.0362913,37.65794026,http://place.map.kakao.com/20555997,188,3.0,75,#제로페이,,일식
395,스시안,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 해등로16길 61,127.0433761,37.6551169,http://place.map.kakao.com/27549366,221,3.3,16,"#점심식사, #혼밥, #제로페이",,일식
396,창동153회전초밥,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 마들로 548,127.0499411,37.66037243,http://place.map.kakao.com/154729238,327,5.0,10,"#회전초밥, #제로페이",,일식
397,스시영,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 노해로69길 26,127.050927,37.65367951,http://place.map.kakao.com/493498803,200,4.5,31,"#가성비좋은, #점심식사, #혼밥, #혼술, #회전초밥, #제로페이",,일식
398,오스시,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 마들로13길 61,127.0499258,37.65454038,http://place.map.kakao.com/524535584,80,4.0,2,"#회전초밥, #제로페이",,일식
399,타즈스시,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 도봉로 599,127.0401015,37.65823906,http://place.map.kakao.com/885288199,153,3.0,2,"#혼밥, #혼술, #카카오페이, #제로페이",,일식
400,유부야 방학점,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 방학로10길 40,127.033752,37.66394966,http://place.map.kakao.com/1089667365,114,3.0,1,"#혼밥, #제로페이",,일식
401,다몬초밥,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 우이천로 350,127.0252915,37.64763319,http://place.map.kakao.com/1205746539,286,4.7,17,"#아담한, #점심식사, #혼밥, #제로페이",,일식
402,스시카노,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 도봉로145길 90,127.0378373,37.66516295,http://place.map.kakao.com/1353677541,124,3.1,7,#제로페이,,일식
403,정직유부 쌍문점,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 도봉로112길 20,127.0357498,37.6467313,http://place.map.kakao.com/1787000630,167,3.3,4,"#혼밥, #카카오페이, #제로페이",매우우수,일식
404,정담초밥 창동점,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 도봉로 588,127.0401043,37.65705066,http://place.map.kakao.com/1813087477,158,4.5,19,"#혼밥, #제로페이",,일식
405,스시우,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 우이천로24길 40,127.0316575,37.64506475,http://place.map.kakao.com/1922149259,249,3.7,7,#제로페이,,일식
406,역전초밥,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 도봉로150길 31,127.0448822,37.6665597,http://place.map.kakao.com/1958451717,440,4.9,7,"#점심특선, #혼밥, #제로페이",,일식
407,스시모토,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 노해로60길 79,127.0332972,37.64786546,http://place.map.kakao.com/2072736993,105,4.6,19,"#안심식당, #제로페이",,일식
408,스시린,"음식점 > 일식 > 초밥,롤",음식점,서울 도봉구 도봉로150길 43,127.0453717,37.66622525,http://place.map.kakao.com/2132656043,417,4.0,23,"#회전초밥, #제로페이",,일식
409,타코비 쌍문점,음식점 > 일식 > 타코비,음식점,서울 도봉구 해등로 190,127.0357599,37.65821703,http://place.map.kakao.com/1542057139,197,4.0,1,#제로페이,,일식
410,원성반점,음식점 > 중식,음식점,서울 도봉구 노해로 233-1,127.0341203,37.65134482,http://place.map.kakao.com/16042163,141,3.8,22,"#노포, #제로페이",,중식
411,왕짜장,음식점 > 중식,음식점,서울 도봉구 도봉로109길 16,127.0323936,37.64693229,http://place.map.kakao.com/16527788,58,4.0,1,#제로페이,,중식
412,라쿵푸마라탕 창동점,음식점 > 중식,음식점,서울 도봉구 노해로65길 11,127.0461709,37.65180833,http://place.map.kakao.com/525086158,269,4.9,19,"#꿔바로우, #마라샹궈, #마라탕, #혼밥, #제로페이",,중식
413,링링,음식점 > 중식,음식점,서울 도봉구 도봉로112길 27,127.0361692,37.6469366,http://place.map.kakao.com/616467329,249,4.9,13,"#코스요리, #혼밥, #제로페이",,중식
414,볶면짜왕,음식점 > 중식,음식점,서울 도봉구 방학로5길 9-5,127.0379028,37.66235186,http://place.map.kakao.com/923670494,179,4.5,6,#제로페이,,중식
415,샹츠마라 창동점,음식점 > 중식,음식점,서울 도봉구 노해로63다길 17,127.0461777,37.65362741,http://place.map.kakao.com/1173853824,93,3.7,18,"#이동약자접근, #혼밥, #제로페이",,중식
416,쌍문양꼬치양갈비,음식점 > 중식 > 양꼬치,음식점,서울 도봉구 도봉로113길 16,127.0332962,37.64825108,http://place.map.kakao.com/736872389,63,4.2,17,"#안심식당, #제로페이",,중식
417,또와양꼬치&짬뽕 방학본점,음식점 > 중식 > 양꼬치,음식점,서울 도봉구 도봉로150다길 64,127.0445584,37.6689339,http://place.map.kakao.com/1556080426,37,4.0,10,#제로페이,,중식
418,신상하이,음식점 > 중식 > 중국요리,음식점,서울 도봉구 우이천로4다길 74,127.0394613,37.63702472,http://place.map.kakao.com/8362635,364,4.0,7,#제로페이,,중식
419,송림각,음식점 > 중식 > 중국요리,음식점,서울 도봉구 방학로 223,127.0273929,37.66152407,http://place.map.kakao.com/9156094,294,2.3,6,"#안심식당, #제로페이",,중식
420,락궁 본점,음식점 > 중식 > 중국요리,음식점,서울 도봉구 노해로41길 9,127.0267017,37.64924023,http://place.map.kakao.com/10363317,280,3.1,12,#제로페이,,중식
421,최고성,음식점 > 중식 > 중국요리,음식점,서울 도봉구 시루봉로6길 93,127.03262,37.65938291,http://place.map.kakao.com/16054242,273,4.3,8,#제로페이,,중식
422,화원,음식점 > 중식 > 중국요리,음식점,서울 도봉구 덕릉로59길 93,127.0347301,37.64209514,http://place.map.kakao.com/16083698,197,4.5,6,#제로페이,,중식
423,방학사거리짬뽕집 본점,음식점 > 중식 > 중국요리,음식점,서울 도봉구 도당로27길 22,127.0410398,37.66831891,http://place.map.kakao.com/16530619,88,3.0,33,#제로페이,,중식
424,신짜장 방학본점,음식점 > 중식 > 중국요리,음식점,서울 도봉구 도봉로145길 56,127.0395644,37.66474432,http://place.map.kakao.com/16884425,60,3.3,14,#제로페이,,중식
425,황제해물짬뽕,음식점 > 중식 > 중국요리,음식점,서울 도봉구 마들로 682,127.0467177,37.67085396,http://place.map.kakao.com/18517269,323,3.5,8,"#안심식당, #점심식사, #제로페이",,중식
426,문성해물짬뽕 쌍문본점,음식점 > 중식 > 중국요리,음식점,서울 도봉구 우이천로 294,127.0299472,37.64402816,http://place.map.kakao.com/20625615,244,3.7,35,"#안심식당, #친목모임, #제로페이",,중식
427,향원,음식점 > 중식 > 중국요리,음식점,서울 도봉구 덕릉로59길 62,127.036527,37.64166393,http://place.map.kakao.com/20744806,260,4.3,18,"#짜장면2천원, #창동향원, #향원, #갓성비맛집, #국내산등심탕수육, #카카오페이, #제로페이",,중식
428,하북성,음식점 > 중식 > 중국요리,음식점,서울 도봉구 마들로11길 20,127.0508317,37.65511032,http://place.map.kakao.com/21129840,89,0.0,0,#제로페이,,중식
429,짜장마을,음식점 > 중식 > 중국요리,음식점,서울 도봉구 마들로 657,127.0452247,37.66878229,http://place.map.kakao.com/21747159,136,3.9,16,"#혼밥, #제로페이",,중식
430,원빈,음식점 > 중식 > 중국요리,음식점,서울 도봉구 도봉로110길 58,127.0367682,37.64610931,http://place.map.kakao.com/23949335,308,3.0,7,#제로페이,,중식
431,레드차이나,음식점 > 중식 > 중국요리,음식점,서울 도봉구 도당로13다길 21,127.0333493,37.66574453,http://place.map.kakao.com/26301910,284,1.5,2,#제로페이,,중식
432,창동짬뽕,음식점 > 중식 > 중국요리,음식점,서울 도봉구 노해로63길 84,127.0465341,37.65278395,http://place.map.kakao.com/26969420,94,4.2,74,"#혼밥, #제로페이",매우우수,중식
433,아짜장 (휴업중),음식점 > 중식 > 중국요리,음식점,서울 도봉구 도당로 76,127.0357969,37.66452569,http://place.map.kakao.com/27322982,101,4.3,24,#제로페이,,중식
434,차이나짬뽕,음식점 > 중식 > 중국요리,음식점,서울 도봉구 노해로67길 10,127.0497204,37.65232856,http://place.map.kakao.com/27511194,355,3.4,7,"#혼밥, #제로페이",,중식
435,차이나타운 본점,음식점 > 중식 > 중국요리,음식점,서울 도봉구 도봉로125길 94,127.0377945,37.65659733,http://place.map.kakao.com/59276119,200,2.9,7,"#점심식사, #혼밥, #제로페이",,중식
436,차이홍,음식점 > 중식 > 중국요리,음식점,서울 도봉구 우이천로 357,127.0245074,37.64783878,http://place.map.kakao.com/63429862,269,4.4,9,"#안심식당, #제로페이",,중식
437,남경,음식점 > 중식 > 중국요리,음식점,서울 도봉구 해등로 83,127.0414552,37.65099739,http://place.map.kakao.com/63971786,570,3.9,15,"#혼밥, #제로페이",,중식
